company,ticker,published_at,period,source_file,question_topic,driver,affected_metric,affected_category,impact_value,impact_unit,impact_direction,time_scope,confidence_hint,quote
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,demand,Unknown speaker: Inventory is up year-on-year by a little over $500 million.,,,500,million,positive,future,high,Unknown speaker: Inventory is up year-on-year by a little over $500 million.
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,demand,That's really a reflection of the sales environment in Q1.,comparable_sales_total_pct,,,,neutral,current,low,That's really a reflection of the sales environment in Q1.
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,demand,We're starting to see the inventory come down in line with the robust sales that we're seeing in May.,comparable_sales_total_pct,,,,negative,current,low,We're starting to see the inventory come down in line with the robust sales that we're seeing in May.
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,pro,We would expect to have inventory turn year-over-year improvement by the end of the year.,,pro,,,neutral,future,low,We would expect to have inventory turn year-over-year improvement by the end of the year.
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,demand,Unknown speaker: I too wanted just to quickly address the recent sales commentary.,comparable_sales_total_pct,,,,neutral,current,low,Unknown speaker: I too wanted just to quickly address the recent sales commentary.
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,weather,"As you look at, as the weather's turning here, and maybe more of a qualitative-type question, but as the weather's turni",,pro,,,neutral,current,low,"As you look at, as the weather's turning here, and maybe more of a qualitative-type question, but as the weather's turning, how would you characterize the products that consumers are buying now?"
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,demand,"We know that in the harsh winter areas, for example, concrete cracked, so we're seeing sales in categories like concrete",comparable_sales_total_pct,,,,neutral,current,low,"We know that in the harsh winter areas, for example, concrete cracked, so we're seeing sales in categories like concrete, as a result of the repairs needed."
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,housing,"Housing turnover, existing housing turnover obviously does drive sales for us, but it's always worth remembering that th",comparable_sales_total_pct,,,,neutral,current,low,"Housing turnover, existing housing turnover obviously does drive sales for us, but it's always worth remembering that that's a relatively small percentage of the overall homeowners."
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,demand,"As you think about May, is sort of the bounce in the landscape business, the comparison in April and May were pretty sim",comparable_sales_total_pct,landscape,,,neutral,future,low,"As you think about May, is sort of the bounce in the landscape business, the comparison in April and May were pretty similar overall last year."
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,weather,Do you think that the weather did have an impact on the pro business during the quarter in the northern divisions?,,pro,,,neutral,current,low,Do you think that the weather did have an impact on the pro business during the quarter in the northern divisions?
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,pro,"We have outside sales reps that are managing those larger accounts, and we're seeing a lot of positive growth, and we're",comparable_sales_total_pct,pro,1.5,million,positive,current,high,"We have outside sales reps that are managing those larger accounts, and we're seeing a lot of positive growth, and we're excited about initiatives like Pro Xtra, which is our loyalty program, which we have 1.5 million pros signed up."
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,demand,My first question relates to the sequential sales trends in the South and West in the first quarter relative to the four,comparable_sales_total_pct,,,,neutral,current,low,My first question relates to the sequential sales trends in the South and West in the first quarter relative to the fourth quarter.
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,weather,"Presumably, those are regions that weren't really impacted by the inclement weather.",,,,,neutral,current,low,"Presumably, those are regions that weren't really impacted by the inclement weather."
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,demand,How did the comp trend in Q1 compare to what you'd seen in Q4 in the second half of last year?,comparable_sales_total_pct,,,,neutral,future,low,How did the comp trend in Q1 compare to what you'd seen in Q4 in the second half of last year?
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,demand,"I would tell you, Matt, is that as I said in the commentary, that both the South and the West were ahead of what we had ",comparable_sales_total_pct,,,,neutral,current,low,"I would tell you, Matt, is that as I said in the commentary, that both the South and the West were ahead of what we had planned for on a sequential comp basis."
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,weather,I wouldn't be sure if there's a weather impact.,,,,,neutral,current,low,I wouldn't be sure if there's a weather impact.
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,demand,"We saw it there, we were very pleased with the hard surface flooring sales.",comparable_sales_total_pct,,,,neutral,current,low,"We saw it there, we were very pleased with the hard surface flooring sales."
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,demand,I don't remember if you gave us a comp store sales impact.,comparable_sales_total_pct,,,,neutral,current,low,I don't remember if you gave us a comp store sales impact.
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,demand,"Unknown speaker: Yeah, I'd be happy to give you just a little bit more color on dot-com sales.",comparable_sales_total_pct,,,,neutral,current,low,"Unknown speaker: Yeah, I'd be happy to give you just a little bit more color on dot-com sales."
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,demand,"The sales growth for dot-com year-on-year was $232 million, now making up 4.2% of our total penetration.",comparable_sales_total_pct,,232,million,positive,future,high,"The sales growth for dot-com year-on-year was $232 million, now making up 4.2% of our total penetration."
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,demand,"For the U.S., the comp contribution is a little over 100 basis points.",comparable_sales_total_pct,,100,basis points,neutral,current,high,"For the U.S., the comp contribution is a little over 100 basis points."
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,demand,Kevin's our president of our online business.,,,,,neutral,current,low,Kevin's our president of our online business.
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,gross_margin,Unknown speaker: My second question really goes to gross margin.,gross_margin_pct,,,,neutral,current,low,Unknown speaker: My second question really goes to gross margin.
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,gross_margin,I think your guidance for the year is flat gross margin.,gross_margin_pct,,,,neutral,future,low,I think your guidance for the year is flat gross margin.
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,weather,"You had up five basis points, but you had some challenges in the first quarter that you referred to from the weather.",,,,,positive,current,low,"You had up five basis points, but you had some challenges in the first quarter that you referred to from the weather."
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,gross_margin,Maybe that gross margin is going to be a little bit better than you originally thought?,gross_margin_pct,,,,neutral,current,low,Maybe that gross margin is going to be a little bit better than you originally thought?
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,gross_margin,"Unknown speaker: Well, Budd, we planned for our gross margin to be down in the first quarter because we thought we would",gross_margin_pct,,,,negative,current,low,"Unknown speaker: Well, Budd, we planned for our gross margin to be down in the first quarter because we thought we would have a higher penetration of lumber and garden than we experienced."
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,demand,"We were pleased with the performance, of course, but it was really a function of sales.",comparable_sales_total_pct,,,,neutral,current,low,"We were pleased with the performance, of course, but it was really a function of sales."
